Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	cellular iron ion homeostasis (GO:0006879)	4/8	5.98155424307847e-05	0.0123917865402442	0.00148006128577777	0.341594983712351	-4.04411226397406	39.3259385590763	Mvl;Fer1HCH;Fer2LCH;IscU
2	proteolysis (GO:0006508)	43/305	1.1111843003907e-16	1.38120208538565e-13	9.2461445429778e-10	1.14929576669214e-06	-1.05947480127012	38.9207975438511	iotaTry;CG12951;CG10477;thetaTry;CG18180;CG8562;CG9673;CG8560;Ser6;CG4017;CG18493;CG8952;CG7025;CG40160;CG8774;Jon65Aiii;CG18417;CG1304;ptc;CG31265;etaTry;Jon99Fii;CG32473;CG33127;CG10405;CG11911;CG16749;Jon99Cii;Jon66Cii;Jon44E;Jon74E;CG4053;Phae2;Jon65Ai;CG8172;yip7;Jon99Ciii;CG18585;Jon66Ci;Jon65Aiv;CG17633;CG14820;sina
3	carbohydrate catabolic process (GO:0016052)	8/32	4.70943031224054e-06	0.00292691093905749	0.000330674335694498	0.20551409963413	-3.15211700758824	38.6636894674089	Pgi;Pgk;Mal-A4;Mal-B2;Hex-A;Mal-A3;Gapdh2;Tpi
4	inorganic cation import across plasma membrane (GO:0098659)	3/8	0.00151223878528663	0.0625573360529033	0.011288758407163	0.475108269401656	-4.63117148931699	30.0755875662765	Nhe2;Fer1HCH;Fer2LCH
5	canonical Wnt signaling pathway (GO:0060070)	6/19	1.74222343690621e-05	0.00721861244024807	0.000670190942842946	0.277682447317927	-2.72855054210765	29.8988110748516	wg;fz;otk;lgs;fz3;fz2
6	iron ion homeostasis (GO:0055072)	4/9	0.000105003980658783	0.0136740868556998	0.00206283477506819	0.341594983712351	-3.20835478732135	29.3933818387533	Fer1HCH;Mco1;Fer2LCH;IscU
7	non-canonical Wnt signaling pathway (GO:0035567)	3/8	0.00151223878528663	0.0625573360529033	0.011288758407163	0.475108269401656	-4.48961065889742	29.1562683052516	fz;fz3;fz2
8	dicarboxylic acid metabolic process (GO:0043648)	5/16	9.62010453592291e-05	0.0136740868556998	0.00198314996031265	0.341594983712351	-3.12675763278089	28.9196012624352	Sdhaf3;Got1;Nmdmc;Got2;Men-b
9	sphingolipid catabolic process (GO:0030149)	3/7	0.000967580069133084	0.0445445194789786	0.00848891187158557	0.412221683330517	-3.33275575435218	23.1316991160523	CDase;CG15533;bwa
10	R8 cell fate commitment (GO:0007460)	4/14	0.000736274867884572	0.0394116691209224	0.0073904736122421	0.412221683330517	-3.15698668713473	22.7742085100964	hh;sca;sav;emc
11	O-glycan processing, core 1 (GO:0016267)	4/12	0.000382708082957702	0.0257551695476028	0.00471878104533083	0.389841097618551	-2.82218159078453	22.2055965621813	C1GalTA;CG34056;CG34057;CG2975
12	mannose metabolic process (GO:0006013)	4/11	0.000261590703959363	0.0250120957708837	0.00366718494176082	0.389841097618551	-2.61550896376567	21.5746258798043	LManIV;LManIII;LManVI;LManV
13	protein deglycosylation (GO:0006517)	5/17	0.000132791765201077	0.0150054694677217	0.00247333455624389	0.341594983712351	-2.41011448439912	21.5144372509422	LManIV;LManIII;CG1827;LManVI;LManV
14	DNA catabolic process (GO:0006308)	5/21	0.000393683203060702	0.0257551695476028	0.00533169642760689	0.389841097618551	-2.61019076092496	20.4638016646548	CG33346;CG3819;CG14118;CG6839;CG14120
15	S-adenosylmethionine cycle (GO:0033353)	2/7	0.0184464913202625	0.20113147992181	0.0586305113460984	0.767133953717897	-5.06880862955952	20.2391501710318	AhcyL1;Gnmt
16	hexose biosynthetic process (GO:0019319)	3/7	0.000967580069133084	0.0445445194789786	0.00848891187158557	0.412221683330517	-2.89064923918216	20.063164953954	Pgi;Pgk;Tpi
17	O-glycan processing (GO:0016266)	4/14	0.000736274867884572	0.0394116691209224	0.0073904736122421	0.412221683330517	-2.69893634724775	19.4698759352339	C1GalTA;CG34056;CG34057;CG2975
18	ATP generation from ADP (GO:0006757)	5/21	0.000393683203060702	0.0257551695476028	0.00533169642760689	0.389841097618551	-2.46633982723033	19.3360155194922	Pgi;Pgk;Hex-A;Gapdh2;Tpi
