Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	Glycosaminoglycan biosynthesis	3/16	0.0230206298401485	0.16951554700473	0.200045201073775	0.999830932563708	-74.517728740634	281.033517948097	Hs6st;CG31743;CG43313
2	Insect hormone biosynthesis	4/27	0.0201466948130139	0.168270791935378	0.24602941071845	0.999830932563708	-70.0579622943498	273.556378564321	CG3301;Jheh1;CG40486;CG9360
3	Glycosaminoglycan degradation	2/15	0.11536485072424	0.424752404939246	0.411804515751724	0.999830932563708	-66.2337972990274	143.04218844767	CG8646;Hexo2
4	Cysteine and methionine metabolism	4/34	0.0429877767973115	0.266818734310562	0.379275625732099	0.999830932563708	-42.174686648381	132.716968336486	Ahcy;Mtap;Sam-S;SpdS
5	Alanine, aspartate and glutamate metabolism	3/29	0.103619968671732	0.424752404939246	0.494428292634039	0.999830932563708	-56.6973665192611	128.534359802983	r;AdSL;CG9674
6	Aminoacyl-tRNA biosynthesis	5/64	0.106055389074284	0.424752404939246	0.679036102758579	0.999830932563708	-54.1952762050837	121.603023812008	SerRS;ValRS-m;TyrRS;LeuRS-m;AspRS-m
7	Galactose metabolism	3/37	0.176353375522983	0.476154113912053	0.648640500410244	0.999830932563708	-68.4244226770968	118.734538759025	Mal-A8;Galt;Mal-A7
8	Metabolism of xenobiotics by cytochrome P450	5/64	0.106055389074284	0.424752404939246	0.679036102758579	0.999830932563708	-51.3858582821565	115.299269342951	GstE9;Fdh;CG33178;GstE10;GstD11
9	Fatty acid degradation	6/32	0.00135587895306586	0.0274565487995837	0.0858299716872356	0.999830932563708	-15.9482224467496	105.310982782622	CG3961;Mtpalpha;whd;CG7461;Fdh;CG17544
10	Steroid biosynthesis	2/6	0.0207741718438738	0.168270791935378	0.134896365072639	0.999830932563708	-26.4577813015955	102.49863012776	Lip4;CG8112
11	Longevity regulating pathway	4/55	0.169038904223551	0.47460657135482	0.725071113115977	0.999830932563708	-54.6555302190833	97.1571127700539	ACXD;rut;Sod2;l(2)efl
12	Glycerolipid metabolism	3/42	0.227238607431453	0.530684828218718	0.726538275916922	0.999830932563708	-60.2091198869499	89.2151451408268	wun;Mulk;CG1946
13	Arachidonic acid metabolism	2/17	0.142077042290124	0.459883482141673	0.469299341614429	0.999830932563708	-44.64394937016	87.1175696233743	Su(P);CG17636
14	Glycerophospholipid metabolism	4/63	0.234122197213864	0.530684828218718	0.811932530803683	0.999830932563708	-58.7029505339305	85.2315235761755	wun;Pect;CLS;CG7718
