Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	Alanine, aspartate and glutamate metabolism	7/29	1.32277384246933e-07	7.53981090207518e-06	2.79545700112954e-06	0.000159341049064384	-70.8758782996	1122.55801059994	CG12338;CG1640;P5CDh1;Ssadh;Gdh;Gabat;GLS
2	Arginine biosynthesis	5/15	1.51571553787258e-06	4.31978928293685e-05	2.26490549666414e-05	0.000645498066549281	-60.8165030491899	814.918208675517	CG1640;CG6465;Gdh;CG6738;GLS
3	Galactose metabolism	3/37	0.0155647752703155	0.0682455531083065	0.0364215396274884	0.159694442982065	-82.1157501901693	341.826921408821	CG10467;Mal-A2;Ect3
4	Sphingolipid metabolism	5/28	4.26164458128935e-05	0.000809712470444977	0.000288437893863137	0.00548031998339961	-33.3023162842147	335.130211291365	CG11425;Gba1b;CG11438;Sply;Ect3
5	Lysine degradation	3/35	0.0133861422548907	0.0675917030882231	0.0319117259377377	0.151580698204254	-66.9774758792965	288.909704314759	CG31075;CG9547;Plod
6	Glycerolipid metabolism	3/42	0.0218355205431029	0.082974978063791	0.0490491459340156	0.183310534146046	-74.517728740634	284.971983865541	CG11425;CG31075;CG11438
7	Biosynthesis of unsaturated fatty acids	3/25	0.00522149862621475	0.0425179173848915	0.0141085233438172	0.114883690085369	-50.0430983365118	262.9750217583	Desat1;Acox57D-d;CG5009
8	Ether lipid metabolism	3/24	0.00464331654070713	0.0425179173848915	0.0127620206150987	0.114883690085369	-38.4303087846204	206.460162304169	CG11425;CG7149;CG11438
9	Other glycan degradation	4/22	0.000241197713593511	0.00343706741870754	0.00115671789405619	0.0164832299903008	-24.5790839438985	204.741153361072	Gba1b;LManII;LManI;Ect3
10	Glycerophospholipid metabolism	3/63	0.0608954146272427	0.16528755398823	0.121064758335596	0.290681388705239	-69.2461360050662	193.792056223857	CG11425;CG7149;CG11438
11	Insect hormone biosynthesis	2/27	0.0562300123750266	0.16528755398823	0.0990366717501543	0.290681388705239	-62.3567462567165	179.481711873955	Jheh3;CG31075
12	Butanoate metabolism	2/16	0.0212867819991476	0.082974978063791	0.0424170033580718	0.172697799386435	-44.3206171087803	170.619704074373	Ssadh;Gabat
13	Ascorbate and aldarate metabolism	2/28	0.0600009811679474	0.16528755398823	0.104893871239194	0.290681388705239	-46.1841925776867	129.934347108324	CG6910;CG31075
14	Histidine metabolism	1/8	0.108491487569594	0.229037584869143	0.154570181920602	0.338865398825936	-55.0502694107769	122.271248618338	CG31075
15	Glycosphingolipid biosynthesis	1/10	0.13372909725781	0.24588898528049	0.185587647965384	0.342997584122609	-57.9498658574208	116.591606034937	Ect3
16	Fatty acid degradation	4/32	0.00106016398450048	0.0120858694233054	0.00397215203982162	0.0452825332539665	-15.6896585290007	107.463675218353	CG31075;CG9547;Acox57D-d;CG5009
17	Glycolysis / Gluconeogenesis	2/54	0.179570003476722	0.276634870220895	0.276817780993276	0.415226671489914	-55.6906118278917	95.6313703883565	CG10467;CG31075
18	Valine, leucine and isoleucine degradation	3/32	0.0104661934834916	0.0596573028559022	0.0257380161160323	0.151580698204254	-20.8822053765871	95.2146056309108	CG31075;Gabat;CG6638
19	Neuroactive ligand-receptor interaction	4/54	0.00730252808135441	0.0520305125796502	0.0211848399650921	0.150941984751281	-18.7840209101839	92.4086422649199	zetaTry;betaTry;mAChR-C;5-HT2A
20	Caffeine metabolism	1/6	0.0825212695081546	0.188148494478593	0.122392163665364	0.290681388705239	-36.4522054206495	90.9372879435119	ry
21	Glycosaminoglycan degradation	1/15	0.193751703969665	0.290627555954497	0.258320497674003	0.415226671489914	-53.4313577983626	87.6903591030531	Ect3
22	Amino sugar and nucleotide sugar metabolism	2/47	0.144397240268501	0.249413415009228	0.22851703282648	0.383102084444392	-43.352884843648	83.8959462900072	Cht6;Cht9
23	alpha-Linolenic acid metabolism	2/13	0.0142298322290996	0.0675917030882231	0.0301540073331534	0.151580698204254	-19.3340201634372	82.2162707196785	Acox57D-d;CG5009
24	Circadian rhythm	1/9	0.121200567510236	0.238221805106326	0.170221377171389	0.342997584122609	-32.8756546533174	69.3777742118054	per
25	Arginine and proline metabolism	2/53	0.174463566006591	0.276233979510436	0.26990443973527	0.415226671489914	-35.4024901250001	61.8141408438527	P5CDh1;CG31075
26	Arachidonic acid metabolism	1/17	0.216583629387207	0.316545304488995	0.285590877685829	0.417402052002365	-33.8622469174735	51.8017382171409	Ggt-1
27	Tryptophan metabolism	2/21	0.0355592128969326	0.11260417417362	0.066160436096989	0.209508047640465	-15.3137526238584	51.0951932469449	CG31075;CG9547
28	Nitrogen metabolism	2/18	0.0266395611477203	0.0949034365887534	0.0514555885322235	0.183310534146046	-12.9378246326476	46.9042448297903	CAH1;Gdh
29	Fructose and mannose metabolism	2/29	0.0638562024191786	0.165445615358781	0.110843955064555	0.290681388705239	-16.8456656048973	46.3444738507969	Pfrx;Sodh-1
30	beta-Alanine metabolism	2/19	0.0294979986729899	0.0989050543741424	0.0562113576846765	0.188473375766268	-12.0245439471199	42.3676732641603	CG31075;Gabat
31	Starch and sucrose metabolism	2/33	0.0800577307499314	0.188148494478593	0.135469908213784	0.308871390727428	-16.0753855171317	40.5904653018163	Mal-A2;Amyrel
32	Fatty acid biosynthesis	1/10	0.13372909725781	0.24588898528049	0.185587647965384	0.342997584122609	-18.1181048607078	36.4525251743757	FASN1
33	Hedgehog signaling pathway	1/38	0.420682159972387	0.532864069298357	0.518614632817017	0.656911868234888	-39.3408500078078	34.0643645187927	ihog
34	Peroxisome	5/90	0.00932090853221713	0.0590324207040418	0.0294888476154165	0.151580698204254	-6.82049448122075	31.889189024681	CG12338;ry;Sod3;Acox57D-d;CG5009
35	Folate biosynthesis	1/40	0.437106470603827	0.541631930965612	0.536442163673358	0.664721811508291	-37.7368421052632	31.2301981930983	Dhfr
36	Inositol phosphate metabolism	1/47	0.491021936802012	0.583088549952389	0.593874852730039	0.705226387616921	-40.7933413513434	29.0149360811962	CG6910
37	Longevity regulating pathway	1/55	0.54636536251327	0.635567870678702	0.650979079390318	0.757261378066288	-38.4829765400534	23.2617034232193	Sod3
38	Taurine and hypotaurine metabolism	1/9	0.121200567510236	0.238221805106326	0.170221377171389	0.342997584122609	-10.6738740049399	22.5251672853077	Ggt-1
39	N-Glycan biosynthesis	1/38	0.420682159972387	0.532864069298357	0.518614632817017	0.656911868234888	-25.3707659494618	21.9679803372809	xit
40	Cysteine and methionine metabolism	1/34	0.386387194096814	0.512187675895776	0.4809139174107	0.637490541683951	-20.715382044388	19.6985741200647	CG11134
41	Metabolism of xenobiotics by cytochrome P450	1/64	0.601489199045651	0.656975142671218	0.705819156730469	0.779762902125784	-30.6846028338543	15.598416604517	GstE12
42	Aminoacyl-tRNA biosynthesis	1/64	0.601489199045651	0.656975142671218	0.705819156730469	0.779762902125784	-28.3403429585833	14.4067198319785	CysRS
43	FoxO signaling pathway	1/65	0.607186208381236	0.656975142671218	0.711362647553347	0.779762902125784	-15.3731976236766	7.66999217073558	homer
44	Pyruvate metabolism	2/46	0.139499074755449	0.248482726908144	0.221659183780269	0.382865862893192	-0.873969572840484	1.72145551692554	CG31075;Men
45	Phosphonate and phosphinate metabolism	1/6	0.0825212695081546	0.188148494478593	0.122392163665364	0.290681388705239	-0.492854662570112	1.22952413570707	CG7149
46	MAPK signaling pathway	1/93	0.73759990321426	0.778577675615052	0.8309822538645	0.87714793463475	4.57939542418137	-1.39375611493219	pros
47	One carbon pool by folate	1/12	0.158254694406638	0.257729073747953	0.215485722968418	0.382865862893192	1.03369959507626	-1.90567642737039	Dhfr
48	Spliceosome	1/127	0.839357855320238	0.85055216511351	0.912331474466688	0.920448187115964	10.9946226077937	-1.92535783297495	U4-U6-60K
49	Glutathione metabolism	2/77	0.300273158642961	0.407513572444018	0.431483471243339	0.585584710973103	2.62212941833551	-3.15458607101585	Ggt-1;GstE12
50	Lysosome	4/118	0.0884619814826792	0.193935882481258	0.186542545750893	0.342997584122609	1.61674406926316	-3.92089927345334	Gba1b;LManII;LManI;Ect3
51	Apoptosis	2/69	0.258008407752637	0.367661981047508	0.379149919236184	0.527110863328353	3.79895201101657	-5.14668002752068	Traf4;Jafrac2
