Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	Galactose metabolism	5/37	0.00558970877020055	0.0521993807844215	0.0292167696579804	0.281211407958061	-86.9479834300773	450.984242956697	CG12766;Mal-A4;Mal-B2;Hex-A;Mal-A3
2	Arginine and proline metabolism	6/53	0.00600113066925731	0.0521993807844215	0.0350790596884807	0.300120844001446	-56.9658950303733	291.426546354587	PH4alphaSG2;Got1;CG5144;Got2;PH4alphaPV;CG15864
3	Glycolysis / Gluconeogenesis	5/54	0.0263655150755244	0.127373087062456	0.0985092755218796	0.454368238276564	-73.0115593876146	265.448007446017	Pgi;Pgk;Hex-A;Gapdh2;Tpi
4	Other glycan degradation	6/22	4.42248204151815e-05	0.00151979799161831	0.000846186618427293	0.0289411549131761	-26.285372312097	263.54304067704	Gba1a;LManIV;LManIII;CG1827;LManVI;LManV
5	Starch and sucrose metabolism	7/33	5.92129087643497e-05	0.00151979799161831	0.00112757746414972	0.0289411549131761	-26.1068273374947	254.133542580871	Pgi;Mal-A4;AGBE;Amy-p;Mal-B2;Hex-A;Mal-A3
6	Glycine, serine and threonine metabolism	3/27	0.0509616955533054	0.206528976716027	0.128258292677681	0.519783607167444	-69.9992206815759	208.365349939941	Eip55E;CG11899;Gnmt
7	Toll and Imd signaling pathway	8/65	0.000914115712585106	0.0175967274672633	0.0103365894790581	0.198979347471868	-23.8689216874664	167.024053972906	imd;PGRP-SC1a;Def;PGRP-SC2;DptA;Takl2;Fadd;Tab2
8	Cysteine and methionine metabolism	4/34	0.0208467959246544	0.127373087062456	0.0721679645596116	0.427456405468468	-42.8899968018475	166.008092224359	Eip55E;AhcyL1;Got1;Got2
9	Mucin type O-glycan biosynthesis	4/24	0.00610122632545186	0.0521993807844215	0.0275168966645177	0.281211407958061	-25.0254415999543	127.611370748903	C1GalTA;CG34056;CG34057;CG2975
10	Glycerolipid metabolism	3/42	0.143023968294635	0.36685813348413	0.290664072938373	0.71531666805982	-63.2214585929886	122.949492355954	CG12766;CG1941;Gk2
11	Arginine biosynthesis	2/15	0.0782764650887752	0.287013705325509	0.157205879858718	0.576421559481966	-46.1841925776867	117.654613677782	Got1;Got2
12	Hedgehog signaling pathway	3/38	0.114822778838094	0.353654158821331	0.244678707632619	0.711729686980061	-52.197336938464	112.974109668286	hh;Cul1;ptc
13	Tyrosine metabolism	4/21	0.0037004128738952	0.0474886318816551	0.0187212609597599	0.281211407958061	-16.5003134718655	92.3903847137255	PPO3;Got1;CG5793;Got2
14	Metabolism of xenobiotics by cytochrome P450	4/64	0.139675721953944	0.36685813348413	0.316928837846478	0.716264042258045	-45.3758163778107	89.3192005823012	GstD8;CG3609;GstD4;GstD5
15	Fructose and mannose metabolism	4/29	0.0120619375129015	0.0844335625903106	0.0468759549663804	0.360944853241129	-19.5038541238167	86.1621850314502	CG7328;CG12766;Hex-A;Tpi
16	Inositol phosphate metabolism	3/47	0.18104687107009	0.36685813348413	0.34887504284795	0.721175530158773	-48.4945573889767	82.8771658464244	CG9391;CG9784;Tpi
17	N-Glycan biosynthesis	3/38	0.114822778838094	0.353654158821331	0.244678707632619	0.711729686980061	-35.9221346121617	77.7486249916851	FucT6;Mgat2;alpha-Man-Ib
18	Selenocompound metabolism	2/11	0.0444868677924166	0.190304934445338	0.100315065593527	0.454368238276564	-24.4855154525391	76.2126663181967	Eip55E;Trxr-1
19	Amino sugar and nucleotide sugar metabolism	3/47	0.18104687107009	0.36685813348413	0.34887504284795	0.721175530158773	-40.0167644247448	68.3886233926271	Pgi;Hex-A;Oscillin
20	Sphingolipid metabolism	3/28	0.0557983738861525	0.214823739461687	0.13788415518397	0.530853997458283	-22.5962009886086	65.2128744847288	Gba1a;CDase;bwa
21	Neuroactive ligand-receptor interaction	5/54	0.0263655150755244	0.127373087062456	0.0985092755218796	0.454368238276564	-17.5712543876669	63.8837809335228	etaTry;iotaTry;thetaTry;Dh44-R2;Lgr1
22	Longevity regulating pathway	3/55	0.24640094859336	0.462753001016799	0.440607108711924	0.788994124902748	-44.64394937016	62.5370298760224	Ac13E;Ac76E;Tor
23	Wnt signaling pathway	9/91	0.00215509630107645	0.0331884830365773	0.0226045468202324	0.281211407958061	-9.33105318206552	57.2919188326633	wg;wntD;fz;Notum;Cul1;Takl2;sina;fz3;fz2
24	Alanine, aspartate and glutamate metabolism	2/29	0.229188254052926	0.441187389051882	0.374852482758417	0.721591029309952	-38.3487042152931	56.4957537106863	Got1;Got2
25	Lysine degradation	2/35	0.29922324267905	0.542224058262964	0.463019222122162	0.792277335631255	-43.1037061626334	52.0074384481109	CG1544;CG31751
26	Glycosaminoglycan degradation	1/15	0.37898491927892	0.564515811581554	0.496179221394913	0.792537170558756	-44.3943416802463	43.0740035938358	CG6903
27	Glycosaminoglycan biosynthesis	1/16	0.398406206501183	0.578816564162096	0.517365055238014	0.795839903149504	-42.888172327227	39.4692633917769	ttv
28	Phenylalanine metabolism	2/8	0.0240912421674905	0.127373087062456	0.062761896446839	0.427456405468468	-9.39152222402027	34.9919374566332	Got1;Got2
29	Dorso-ventral axis formation	2/28	0.217578366582792	0.429577800689102	0.359564203557914	0.721175530158773	-22.1460023513208	33.776998348406	AGO3;Sos
30	Fatty acid elongation	1/15	0.37898491927892	0.564515811581554	0.496179221394913	0.792537170558756	-34.2280701754386	33.2100885370923	Elo68alpha
