Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	AGE-RAGE signaling pathway in diabetic complications	3/31	0.0212105480899691	0.175639750483413	0.0305314831039981	0.244877162252129	-69.2078180901484	266.675486646279	Rel;Rac2;Rac1
2	Metabolism of xenobiotics by cytochrome P450	4/64	0.0345169065364735	0.175639750483413	0.0478035262526969	0.244877162252129	-60.0670299217671	202.204005056383	GstE7;GstE8;GstE3;GstE1
3	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2/24	0.0769168973531596	0.293682698984791	0.0965851179913059	0.36877954142135	-72.2584747111049	185.345133356432	PIG-L;PIG-A
4	ECM-receptor interaction	2/12	0.0213685351090163	0.175639750483413	0.0315592107122988	0.244877162252129	-42.7046866425459	164.23521104994	CG3168;mys
5	Aminoacyl-tRNA biosynthesis	3/64	0.124868942958358	0.327780975265689	0.153684502684186	0.406771695017249	-56.6973665192611	117.95833514139	LeuRS;AspRS;Slimp
6	Folate biosynthesis	2/40	0.178843852045116	0.375572089294744	0.209243988485463	0.439412375819472	-60.5438596491228	104.210645500276	GstO3;GstO2
7	Caffeine metabolism	1/6	0.10982300693665	0.327780975265689	0.133849741293029	0.406771695017249	-45.0359272622468	99.479194860306	Uro
8	Toll and Imd signaling pathway	4/65	0.0362436383731228	0.175639750483413	0.049994848213709	0.244877162252129	-21.5875432705043	71.6164892816762	PGRP-LF;eff;pirk;Rel
9	N-Glycan biosynthesis	2/38	0.165117529275589	0.364996643661829	0.194328113411698	0.42956740859428	-39.6151136441066	71.3506924467793	Ostgamma;alpha-Man-Ia
10	Phagosome	5/89	0.0284355755645278	0.175639750483413	0.0404874176873603	0.244877162252129	-9.87231663329632	35.1465751959845	Dlic;mys;Sdic3;Rac2;Rac1
11	Mitophagy	1/36	0.50268869165725	0.647276923541858	0.533811157020974	0.695307630852505	-42.0369042087297	28.9123186892316	crc
12	Nicotinate and nicotinamide metabolism	1/15	0.252412206005175	0.504824412010351	0.280297997483174	0.560595994966349	-20.2874056026007	27.9295047277679	cN-IIIB
