Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	translation (GO:0006412)	131/225	5.74341371472868e-126	6.73128087366202e-123	5.09771743214212e-75	5.97452483047056e-72	-1.17784223402028	339.66339667142	RpS24;RpS23;RpS9;eEF2;RpS21;RpS20;RpS7;RpS8;RpS6;RpS29;RpS27;RpS26;RpS25;mRpL3;RpL27A;mRpL1;RpL41;CG4679;RpL40;RpS15Aa;RpS13;sta;RpS12;RpS11;RpL39;RpL38;RpL36;RpL35;mRpS6;RpS18;mRpS2;RpS17;RpS16;mRpS30;CG13096;RpL37a;mRpL55;NHP2;RpS3;RpS4;RpS28b;RpL32;RpS2;RpL31;RpL30;mRpS34;eIF1A;CG7009;RpS3A;RpS19a;RpL4;RpL5;RpL3;RpS30;RpL8;RpL10Ab;RpL9;RpL6;RpL7;RpS10b;RpL34a;RpL34b;RpL35A;mRpL27;ValRS-m;mRpL23;LeuRS-m;mRpL21;eEF1delta;mRpL20;RpL7A;mRpL17;mRpL15;mRpL14;mRpL12;TyrRS;mRpL11;RpL18A;RpLP1;RpLP0;mRpL19;RpL29;RpL28;RpL27;RpL26;RpL24;mRpL51;RpL7-like;RpL13A;mEFTu1;mRpL49;mRpL48;mRpL46;mRpL45;RpL37A;mRpL44;RpL23;tko;RpL22;mRpS28;RpL21;mRpS26;mRpS25;CG13364;mRpS22;RpL19;RpL18;RpL17;RpL15;RpL14;RpL13;mRpL42;RpL36A;eIF3m;bonsai;mRpL39;mRpL38;mRpL37;mRpL34;RpS5a;RpS14a;mRpL32;RpL12;mRpS17;RpS27A;RpL11;RpL10;mRpS16;mRpS14;mRRF2;mRpS11
2	cytoplasmic translation (GO:0002181)	81/107	4.29234834838298e-92	2.51531613215243e-89	9.69648034845686e-52	5.68213748419572e-49	-1.33345673087335	280.533953259497	RpS24;RpS23;RpS9;RpS21;RpS20;RpS7;RpS8;RpS6;RpL34a;RpL34b;RpS29;RpL35A;RpS27;RpS26;RpS25;RpL27A;RpL41;RpL40;RpS15Aa;RpS13;sta;RpS12;RpS11;RpL39;RpL38;RpL36;RpL35;RpS18;RpS17;RpS16;RpL7A;RpL37a;RpL18A;RpLP1;RpS3;RpLP0;RpS4;RpS28b;RpL32;RpS2;RpL31;RpL30;RpL29;RpL28;RpL27;RpL26;RpL24;RpL7-like;RpL13A;CG7009;RpS3A;RpL37A;RpL23;RpL22;RpS19a;RpL21;CG13364;RpL4;RpL5;RpL19;RpL18;RpL17;RpL3;RpL15;RpS30;RpL14;RpL13;RpL36A;RpL8;eIF3m;RpL10Ab;RpL9;RpL6;RpL7;RpS10b;RpS5a;RpS14a;RpL12;RpS27A;RpL11;RpL10
3	peptide biosynthetic process (GO:0043043)	49/94	8.19496565105014e-44	3.20149991434359e-41	7.27191552237997e-26	2.84089499740978e-23	-1.4996674202597	148.782340795948	RpS23;RpS20;RpS8;RpL34a;RpS27;mRpL3;mRpL23;mRpL1;RpL41;RpL40;sta;mRpS6;mRpL20;mRpS2;RpL7A;mRpL17;mRpL15;mRpS30;CG13096;mRpL14;mRpL12;mRpL11;mRpL55;NHP2;RpS4;mRpL19;mRpS34;eIF1A;RpL24;mRpL51;tko;mRpS28;mRpS26;mRpS25;mRpS22;mRpL42;eIF3m;RpL10Ab;bonsai;mRpL39;mRpL38;mRpL37;RpS5a;RpS14a;mRpL32;mRpS17;mRpS16;mRpS14;mRpS11
4	cellular protein metabolic process (GO:0044267)	50/132	4.00550487687092e-36	9.38890343138545e-34	1.71066588193885e-21	4.00980082726465e-19	-1.43124228498247	116.653965937006	RpS23;RpS20;RpS8;RpL34a;RpS27;mRpL3;mRpL23;mRpL1;RpL41;RpL40;sta;mRpS6;mRpL20;smt3;mRpS2;RpL7A;mRpL17;mRpL15;mRpS30;CG13096;mRpL14;mRpL12;mRpL11;mRpL55;NHP2;RpS4;mRpL19;mRpS34;eIF1A;RpL24;mRpL51;tko;mRpS28;mRpS26;mRpS25;mRpS22;mRpL42;eIF3m;RpL10Ab;bonsai;mRpL39;mRpL38;mRpL37;RpS5a;RpS14a;mRpL32;mRpS17;mRpS16;mRpS14;mRpS11
5	mitochondrial gene expression (GO:0140053)	43/94	1.95027014009461e-35	3.80952767365148e-33	4.32452485566734e-21	8.44723855140354e-19	-1.3839319638835	110.60731671884	mRpL51;mRpL27;mRpL49;mRpL48;mRpL3;mRpL46;mRpL23;mRpL45;mRpL1;mRpL44;LeuRS-m;mRpL21;Suv3;tko;mRpS28;mRpS26;mRpS25;CG4679;mRpS22;mRpL42;mRpS6;mRpL20;mRpS2;bonsai;mRpL17;mRpL39;mRpL38;mRpL15;mRpL37;mRpS30;mRpL14;mRpL34;mRpL12;mRpL11;mRpL55;mRpL32;mRpS17;mRpS16;mRpS14;mRpL19;mRpS34;mRRF2;mRpS11
6	cellular macromolecule biosynthetic process (GO:0034645)	53/166	7.84496653981697e-34	1.3134715406665e-31	5.70975475459358e-20	9.55976081769097e-18	-1.40431160400435	107.047894497858	RpS23;eEF2;RpS20;RpS8;dac;RpL34a;RpS27;mRpL3;mRpL23;mRpL1;RpL41;RpL40;eEF1delta;sta;mRpS6;mRpL20;mRpS2;RpL7A;mRpL17;mRpL15;mRpS30;CG13096;mRpL14;mRpL12;mRpL11;mRpL55;NHP2;RpS4;mRpL19;mRpS34;eIF1A;RpL24;mRpL51;mEFTu1;tko;mRpS28;mRpS26;mRpS25;mRpS22;mRpL42;eIF3m;RpL10Ab;bonsai;mRpL39;mRpL38;mRpL37;RpS5a;RpS14a;mRpL32;mRpS17;mRpS16;mRpS14;mRpS11
7	mitochondrial translation (GO:0032543)	44/94	8.7345354851359e-37	2.55921889714482e-34	7.21715020790858e-22	2.11462501091721e-19	-1.22545617095283	101.747620632321	mRpL51;mEFTu1;mRpL27;mRpL49;mRpL48;mRpL3;mRpL46;mRpL23;mRpL45;mRpL1;mRpL44;LeuRS-m;mRpL21;tko;mRpS28;mRpS26;mRpS25;CG4679;mRpS22;mRpL42;mRpS6;mRpL20;mRpS2;bonsai;mRpL17;mRpL39;mRpL38;mRpL15;mRpL37;mRpS30;mRpL14;mRpL34;mRpL12;mRpL11;mRpL55;mRpL32;mEFG1;mRpS17;mRpS16;mRpS14;mRpL19;mRpS34;mRRF2;mRpS11
8	ATP synthesis coupled proton transport (GO:0015986)	13/19	1.03888373355585e-14	1.01464311310621e-12	8.38437083042252e-09	8.188735511046e-07	-2.51123766080415	80.856941948422	ATPsynbeta;ATPsyndelta;ATPsyngamma;COX5B;blw;sun;ATPsynO;Cyt-c1;ATPsynD;ATPsynC;ATPsynE;ATPsynG;ATPsynB
9	ATP biosynthetic process (GO:0006754)	11/15	3.76043189393888e-13	2.60996988410914e-11	7.32749461298763e-08	5.05166099201265e-06	-2.76490114902314	79.1012571310845	ATPsynD;ATPsynbeta;ATPsyndelta;ATPsynC;ATPsynE;ATPsynG;ATPsyngamma;CLS;blw;sun;ATPsynB
10	gene expression (GO:0010467)	52/164	4.8245179231017e-33	7.06791875734399e-31	1.69148279366713e-19	2.47802229272235e-17	-1.06281685947114	79.0859000988733	RpS23;RpS20;RpS8;dac;RpL34a;Hel25E;RpS27;mRpL3;mRpL23;mRpL1;RpL41;RpL40;sta;mRpS6;mRpL20;mRpS2;RpL7A;mRpL17;mRpL15;mRpS30;CG13096;mRpL14;mRpL12;mRpL11;mRpL55;NHP2;RpS4;mRpL19;mRpS34;eIF1A;RpL24;mRpL51;mRpL44;tko;mRpS28;mRpS26;mRpS25;mRpS22;mRpL42;eIF3m;RpL10Ab;bonsai;mRpL39;mRpL38;mRpL37;RpS5a;RpS14a;mRpL32;mRpS17;mRpS16;mRpS14;mRpS11
11	energy coupled proton transport, down electrochemical gradient (GO:0015985)	10/14	7.1203965043232e-12	4.63616927948155e-10	3.48714104437489e-07	2.2705162800041e-05	-2.88207403379183	73.977242604395	ATPsynD;ATPsynbeta;ATPsyndelta;ATPsynC;ATPsynE;ATPsynG;ATPsyngamma;blw;sun;ATPsynB
12	proton transport (GO:0015992)	13/23	3.78579249401497e-13	2.60996988410914e-11	4.50528324790622e-08	3.30011997909131e-06	-2.27250606195742	64.9990159573837	ATPsynbeta;ATPsyndelta;ATPsynCF6;ATPsyngamma;blw;sun;ATPsynO;ATPsynD;ATPsynC;ATPsynF;ATPsynE;ATPsynG;ATPsynB
13	inorganic cation transmembrane transport (GO:0098662)	23/79	2.01663786409895e-14	1.81807659747998e-12	1.09540947127885e-08	9.87553769491392e-07	-2.05862240335089	64.9181625987159	ATPsynbeta;ATPsyndelta;ATPsynCF6;MME1;ATPsyngamma;SERCA;blw;SPoCk;sun;ATPsynO;ATPsynD;Ca-beta;ATPsynC;ATPsynF;CG43066;ATPsynE;CG31904;ATPsynG;CG15279;CG13794;NKCC;CG13796;ATPsynB
14	hydrogen ion transmembrane transport (GO:1902600)	13/23	3.78579249401497e-13	2.60996988410914e-11	4.50528324790622e-08	3.30011997909131e-06	-2.15927206714261	61.7602574963627	ATPsynbeta;ATPsyndelta;ATPsynCF6;ATPsyngamma;blw;sun;ATPsynO;ATPsynD;ATPsynC;ATPsynF;ATPsynE;ATPsynG;ATPsynB
15	ribosome assembly (GO:0042255)	19/47	3.8363423760634e-15	4.08744842249664e-13	2.76736634811276e-09	2.94850305453468e-07	-1.64165079492996	54.493378372226	sta;RpL5;RpL3;RpL24;mRpL20;RpS27;RpL6;RpS10b;CG7488;mRpL11;RpS5a;RpS14a;RpL12;RpLP0;RpS28b;RpL11;RpS19a;RpL10;mRpS11
16	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	24/72	1.69006980752037e-16	1.98076181441387e-14	5.53381958490227e-10	6.48563655350546e-08	-1.32827928627368	48.2385764415336	UQCR-11;COX7A;ND-B14;UQCR-14;cype;ND-B22;SdhD;COX5B;COX7C;SdhA;UQCR-Q;levy;Cyt-c1;UQCR-C1;ND-15;ND-19;ND-49;ND-39;ND-MLRQ;ND-51;ND-ACP;ND-SGDH;ND-42;ND-20
17	ribosomal large subunit biogenesis (GO:0042273)	18/49	1.48478188921816e-13	1.24297455297406e-11	2.42448291881548e-08	2.02963855775124e-06	-1.55525524877682	45.9396557176175	RpL5;RpL3;RpL26;RpL14;RpL24;mRpL20;RpL35A;RpL10Ab;RpL6;RpL7A;CG13096;mRpL1;mRpL11;NHP2;RpL12;RpLP0;RpL11;RpL10
18	respiratory electron transport chain (GO:0022904)	25/77	8.09017380553333e-17	1.05352041112056e-14	3.79458285077109e-10	4.94139011233746e-08	-1.23751460333772	45.8539953548029	COX7A;cype;ND-B22;COX5B;COX7C;levy;Cyt-c1;UQCR-C1;ND-49;ND-MLRQ;Suv3;ND-SGDH;ND-42;ND-20;UQCR-11;ND-B14;UQCR-14;SdhD;SdhA;UQCR-Q;ND-15;ND-19;ND-39;ND-51;ND-ACP
19	maturation of LSU-rRNA (GO:0000470)	8/23	1.57725199929431e-06	7.39415737269171e-05	0.00027943132218694	0.0130997403841237	-3.3798201403116	45.1538105612397	CG13096;mRpL1;RpL35;NHP2;RpL7-like;RpL10Ab;RpL7A;RpL7
20	regulation of mitochondrial membrane potential (GO:0051881)	4/6	3.31665918757912e-05	0.00125391115091701	0.00173385647154041	0.0677359928215119	-4.35672759074245	44.9351465919865	ATPsynD;fh;Hsc70-5;sesB
21	ribosomal large subunit assembly (GO:0000027)	10/22	3.45402337190615e-09	1.92767399613048e-07	7.54255099050314e-06	0.000441993488043484	-2.23793897317667	43.6033899609079	RpL5;RpL3;mRpL11;RpL24;RpL12;mRpL20;RpLP0;RpL11;RpL10;RpL6
22	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	12/32	1.34690069312397e-09	7.89283806170644e-08	4.55839262166214e-06	0.000281180850136212	-1.98505088876616	40.5455768648741	ND-15;ND-B14;ND-19;ND-B22;ND-49;ND-39;ND-MLRQ;ND-51;ND-ACP;ND-SGDH;ND-42;ND-20
23	ribosomal small subunit assembly (GO:0000028)	9/24	1.62435206400978e-07	7.93225257924775e-06	7.25609694979548e-05	0.00369745461963492	-2.52106445158097	39.4117669015663	RpS10b;sta;CG7488;RpS5a;RpS14a;RpS28b;RpS19a;RpS27;mRpS11
24	rRNA pseudouridine synthesis (GO:0031118)	4/7	7.49769297467975e-05	0.00251065604752133	0.00260140403877907	0.0923892585893657	-3.66762770481366	34.8363386063408	CG7637;Nop60B;NHP2;RluA-1
25	mitochondrial respiratory chain complex I assembly (GO:0032981)	6/15	1.32452268908188e-05	0.000535289859173782	0.000918231236901248	0.0371092072292504	-3.02927955744604	34.0244841949249	CG5569;l(2)37Bb;ND-18;bsf;CG3270;ND-20
26	mitochondrial respiratory chain complex I biogenesis (GO:0097031)	6/15	1.32452268908188e-05	0.000535289859173782	0.000918231236901248	0.0371092072292504	-2.99181531247528	33.6036905419426	CG5569;l(2)37Bb;ND-18;bsf;CG3270;ND-20
27	mitochondrial ATP synthesis coupled proton transport (GO:0042776)	3/6	0.00110216390044398	0.0234192176547121	0.01232011018844	0.283120963546111	-4.84440392531475	32.9927153153478	COX5B;ATPsynO;Cyt-c1
28	protein import into mitochondrial inner membrane (GO:0045039)	4/7	7.49769297467975e-05	0.00251065604752133	0.00260140403877907	0.0923892585893657	-3.43578067709992	32.6341790055424	CG14270;CG6878;CG31229;CG34132
29	establishment of protein localization to mitochondrial membrane (GO:0090151)	4/7	7.49769297467975e-05	0.00251065604752133	0.00260140403877907	0.0923892585893657	-3.29374798815361	31.2851056416323	CG14270;CG6878;CG31229;CG34132
30	ribosomal small subunit biogenesis (GO:0042274)	11/37	1.06635854334175e-07	5.43379222955013e-06	6.72722070722174e-05	0.00358377394039267	-1.87996309125853	30.1806380226221	RpS10b;sta;RpS7;CG7488;RpS5a;RpS14a;RpS28b;RpS19a;RpS27;CG12288;mRpS11
31	rRNA modification (GO:0000154)	5/13	9.09933939324853e-05	0.0028822772348344	0.00285557362272866	0.0956209224525139	-3.09808039027473	28.82678187151	CG7637;Nop60B;l(2)10685;NHP2;Fib
32	regulation of mitochondrial translation (GO:0070129)	3/7	0.00187255412852291	0.0334319123005369	0.016857076067339	0.329274885848688	-4.55353146832208	28.5982355254158	bsf;Suv3;P32
33	ribonucleoprotein complex assembly (GO:0022618)	21/107	9.27898419660116e-10	5.72366814653503e-08	1.17459510447416e-05	0.000655535934497007	-1.30009731922893	27.0395525608623	sta;RpL5;Gem2;RpL3;RpL38;RpL24;mRpL20;RpS27;RpL6;RpS10b;CG7488;mRpL11;RpS5a;RpS14a;RpL12;RpLP0;RpS28b;RpL11;RpS19a;RpL10;mRpS11
34	mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	5/16	0.000279916167899317	0.00745594883586362	0.00587686721262499	0.160178799376662	-3.03043913197221	24.792084359574	UQCR-C1;UQCR-11;UQCR-14;UQCR-Q;Cyt-c1
35	coenzyme A biosynthetic process (GO:0015937)	3/7	0.00187255412852291	0.0334319123005369	0.016857076067339	0.329274885848688	-3.90148253328923	24.5030735290856	Ppat-Dpck;Dpck;Ppcs
36	mitochondrial transport (GO:0006839)	15/71	8.3326491014828e-08	4.43902943042629e-06	0.000101705483273914	0.00496661776654278	-1.46429933306664	23.868810281385	Tom7;CG11779;Tim8;CG8531;MME1;COX5B;ATPsynO;Cyt-c1;CG6878;CG8206;sesB;mRpL12;CG8026;CG31229;colt
37	cofactor transport (GO:0051181)	4/10	0.000409204645199358	0.0104258226994271	0.00687200069907295	0.183045109529852	-2.94469672103068	22.9724483129182	CG5646;CG8026;MME1;colt
38	muscle contraction (GO:0006936)	5/15	0.000198845196230907	0.00554872785672912	0.00469623959930962	0.137599820259772	-2.68621636369701	22.8945789388531	wupA;Tm2;Mlc1;tn;up
39	aerobic respiration (GO:0009060)	5/16	0.000279916167899317	0.00745594883586362	0.00587686721262499	0.160178799376662	-2.78899264743586	22.8168057440777	UQCR-C1;UQCR-11;UQCR-14;levy;ND-20
40	mitochondrial transmembrane transport (GO:1990542)	5/14	0.000136978539785882	0.00422470654286982	0.00369444035778848	0.118023151406667	-2.5424658360347	22.6169784760971	CG14270;CG6878;CG31229;CG34132;MCU
41	coenzyme A metabolic process (GO:0015936)	3/7	0.00187255412852291	0.0334319123005369	0.016857076067339	0.329274885848688	-3.59773443938484	22.5953982246972	Ppat-Dpck;Dpck;Ppcs
42	purine nucleoside bisphosphate biosynthetic process (GO:0034033)	3/7	0.00187255412852291	0.0334319123005369	0.016857076067339	0.329274885848688	-3.58189625307667	22.4959272568368	Ppat-Dpck;Dpck;Ppcs
43	ribonucleoside bisphosphate biosynthetic process (GO:0034030)	3/7	0.00187255412852291	0.0334319123005369	0.016857076067339	0.329274885848688	-3.57631525821769	22.4608760868704	Ppat-Dpck;Dpck;Ppcs
44	regulation of autophagy of mitochondrion (GO:1903146)	3/8	0.00290891452172866	0.0473506641592499	0.0222029530781425	0.394270621327016	-3.73230088056427	21.7965448948528	CG6878;Sod2;Drp1
45	snRNA modification (GO:0040031)	3/6	0.00110216390044398	0.0234192176547121	0.01232011018844	0.283120963546111	-3.18879997589981	21.7172579793942	CG7637;Nop60B;NHP2
46	inner mitochondrial membrane organization (GO:0007007)	7/21	1.00298571057567e-05	0.000452115097228724	0.000830941790435682	0.0371092072292504	-1.867460503886	21.4943662006161	CG14270;CG6878;Chchd3;CG8531;CG31229;QIL1;CG34132
47	mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	5/15	0.000198845196230907	0.00554872785672912	0.00469623959930962	0.137599820259772	-2.51028354699252	21.3951063667956	COX7A;cype;COX5B;COX7C;levy
48	NADH dehydrogenase complex assembly (GO:0010257)	6/15	1.32452268908188e-05	0.000535289859173782	0.000918231236901248	0.0371092072292504	-1.90327631959388	21.3773584862514	CG5569;l(2)37Bb;ND-18;bsf;CG3270;ND-20
49	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	3/10	0.00587702349081812	0.0860983941404855	0.03532865226909	0.5377296163555	-4.15539439728762	21.3450345720085	RpL35;RpL7-like;RpL7
50	striated muscle contraction (GO:0006941)	3/6	0.00110216390044398	0.0234192176547121	0.01232011018844	0.283120963546111	-2.98590673286069	20.335457636112	KCNQ;tn;up
51	monovalent inorganic cation homeostasis (GO:0055067)	2/6	0.0207741718438738	0.208096832487352	0.0737130301809955	0.857790587563613	-5.1864964670083	20.0927196793618	NKCC;kcc
52	monovalent inorganic anion homeostasis (GO:0055083)	2/6	0.0207741718438738	0.208096832487352	0.0737130301809955	0.857790587563613	-5.00701065754584	19.3973836121548	NKCC;kcc
53	porphyrin-containing compound biosynthetic process (GO:0006779)	4/12	0.000905722635632236	0.0212301385792196	0.0114000792897855	0.283120963546111	-2.7404958640869	19.2020445962088	Coprox;Alas;Pbgs;Ppox
54	positive regulation of ATP metabolic process (GO:1903580)	3/8	0.00290891452172866	0.0473506641592499	0.0222029530781425	0.394270621327016	-3.26755460185354	19.0824381138629	sesB;bsf;Scox
55	cellular respiration (GO:0045333)	8/35	4.98394311597523e-05	0.00182536916622593	0.00279255165033863	0.0956209224525139	-1.89401866658117	18.7634824837827	UQCR-C1;UQCR-11;UQCR-14;Suv3;CG9410;SdhA;levy;ND-20
56	pseudouridine synthesis (GO:0001522)	3/9	0.00423667783722502	0.0644855379899704	0.0283619418168457	0.461669386240878	-3.37767151233085	18.4555155584694	CG7637;Nop60B;NHP2
57	cristae formation (GO:0042407)	3/9	0.00423667783722502	0.0644855379899704	0.0283619418168457	0.461669386240878	-3.26286815503529	17.8282327871881	Chchd3;CG8531;QIL1
58	heme biosynthetic process (GO:0006783)	4/13	0.00126782452082174	0.0256187989379841	0.0142420878325182	0.309106054439099	-2.62871467826969	17.5347172466915	Coprox;Alas;Pbgs;Ppox
59	translational elongation (GO:0006414)	5/20	0.000871919064834368	0.0208548804895077	0.0126902371112836	0.284688766163087	-2.45307362113178	17.2814472761419	eEF2;mEFG1;Rack1;eEF1delta;mEFTu1
