Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Z.score	Combined.Score	Genes
1	filopodium assembly (GO:0046847)	3/9	0.000541292046025965	0.0266087774204343	0.00234731470078423	0.128964231207792	-3.76319110495076	28.3050360708127	bnl;ena;btl
2	renal tubular secretion (GO:0097254)	3/9	0.000541292046025965	0.0266087774204343	0.00234731470078423	0.128964231207792	-3.51321991868643	26.4248648951933	CG8028;MRP;Oatp58Dc
3	secretion (GO:0046903)	4/14	0.000114977555805563	0.0160002338571321	0.000676955426653965	0.0903273701650356	-2.79717146101165	25.3725090867327	Dh44;CG8028;MRP;Oatp58Dc
4	negative regulation of peptidoglycan recognition protein signaling pathway (GO:0061060)	2/6	0.00524048732441196	0.0954254072593952	0.0137944670441775	0.269476654425783	-4.33402921602462	22.7594643817276	TM9SF2;pirk
5	terminal branching, open tracheal system (GO:0007430)	5/25	9.83961431349717e-05	0.0160002338571321	0.000578598926349048	0.0903273701650356	-2.41589186103025	22.2902478791319	CCT3;bnl;rhea;aPKC;btl
6	regulation of lamellipodium assembly (GO:0010591)	4/18	0.000330732208656653	0.0220645630632367	0.00150449545722178	0.108472302791246	-2.7493164470716	22.0335761242089	ena;Tm1;aPKC;Rac1
7	tracheal outgrowth, open tracheal system (GO:0007426)	5/26	0.000119916099571654	0.0160002338571321	0.00067697172500562	0.0903273701650356	-2.34332026260348	21.1571783735838	bnl;mys;Rac2;Rac1;btl
8	cell morphogenesis involved in differentiation (GO:0000904)	4/22	0.00074406895525161	0.0330933525811906	0.00285923761920425	0.133526396816838	-2.67163828423604	19.2448173565808	mys;ena;aPKC;Fas2
9	branching morphogenesis of an epithelial tube (GO:0048754)	3/11	0.00103326453891565	0.0379943346547018	0.00375258508242271	0.146038102790951	-2.79279201143631	19.2005345418579	aPKC;btl;seq
10	actin cytoskeleton reorganization (GO:0031532)	5/24	7.99697628053908e-05	0.0160002338571321	0.000491355753623694	0.0903273701650356	-2.00943346972579	18.9567179705333	trio;Rac2;RhoU;Rac1;nuf
11	neuron maturation (GO:0042551)	6/44	0.000183563560229837	0.0181810635350889	0.00100262119164876	0.104049799222216	-2.04076350476443	17.5565855222543	plum;eff;Dronc;shep;Mical;CalpB
12	actin filament organization (GO:0007015)	10/78	2.38604309729235e-06	0.00222856425287106	3.47362377939228e-05	0.0324436460995239	-1.32206280215324	17.1152586840009	mys;ena;Tm1;RhoU;Rac1;Fim;Pak3;Mical;swa;capu
13	transcription from RNA polymerase I promoter (GO:0006360)	2/9	0.0121064764396582	0.128493738575463	0.0258813751540241	0.294529555529263	-3.86799543589115	17.0733888165376	TAF1B;Coq2
14	G-protein coupled glutamate receptor signaling pathway (GO:0007216)	2/7	0.00724384358139623	0.10912499846813	0.0174660922115371	0.273876488528024	-3.46427159863623	17.0705562725448	inaE;mtt
